
taxa	total	dpt.me	dpt.sd	d>5.tot	d>5.me	d>5.sd	badpairs
25 	**                                  3589
30 	**                                  3619
35 	**                                  3363
40 	***                                 6538
50 	*********                           21134
100 	*****                               11607
250 	*                                   1010
500 	*                                   574

sample: TD_6
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               9140
5 	***                                 5347
10 	***                                 4264
15 	**                                  3777
20 	**                                  3794
25 	***                                 3930
30 	***                                 4006
35 	***                                 3858
40 	****                                7179
50 	*********                           21499
100 	****                                8094
250 	*                                   575
500 	*                                   478

sample: TD_7
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               9614
5 	***                                 6030
10 	***                                 4881
15 	***                                 4529
20 	***                                 4509
25 	***                                 4487
30 	***                                 4431
35 	***                                 4270
40 	****                                7415
50 	********                            18839
100 	***                                 5685
250 	*                                   438
500 	*                                   424

sample: TD_8
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               9242
5 	***                                 5665
10 	***                                 4580
15 	***                                 4324
20 	***                                 4402
25 	***                                 4342
30 	***                                 4195
35 	***                                 4064
40 	****                                7320
50 	*********                           19700
100 	***                                 6195
250 	*                                   437
500 	*                                   463

sample: TD_9
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            14421
5 	*****                               9582
10 	*****                               8147
15 	****                                6160
20 	***                                 4613
25 	***                                 3504
30 	**                                  2777
35 	**                                  2330
40 	***                                 3416
50 	****                                7191
100 	**                                  2971
250 	*                                   422
500 	*                                   433

sample: TN_1
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             12135
5 	****                                6560
10 	***                                 5025
15 	***                                 4505
20 	***                                 4110
25 	***                                 3700
30 	**                                  3153
35 	**                                  2670
40 	***                                 4327
50 	******                              11438
100 	****                                6586
250 	*                                   972
500 	*                                   502

sample: TN_10
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             12339
5 	*****                               9138
10 	*****                               7985
15 	****                                6231
20 	***                                 4954
25 	***                                 4040
30 	***                                 3353
35 	**                                  2681
40 	***                                 4089
50 	*****                               8303
100 	**                                  2845
250 	*                                   314
500 	*                                   412

sample: TN_11
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              12118
5 	*****                               8535
10 	****                                7520
15 	****                                6058
20 	***                                 5059
25 	***                                 4269
30 	***                                 3609
35 	**                                  3151
40 	***                                 4764
50 	******                              10934
100 	***                                 4337
250 	*                                   495
500 	*                                   434

sample: TN_13
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               10499
5 	****                                6642
10 	***                                 5826
15 	***                                 5361
20 	***                                 4797
25 	***                                 4303
30 	***                                 4061
35 	**                                  3559
40 	****                                6175
50 	*******                             15189
100 	****                                6170
250 	*                                   510
500 	*                                   457

sample: TN_14
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             12045
5 	****                                6607
10 	***                                 4914
15 	***                                 4306
20 	***                                 4082
25 	***                                 3556
30 	***                                 3084
35 	**                                  2631
40 	***                                 4072
50 	******                              9505
100 	***                                 4431
250 	*                                   494
500 	*                                   423

sample: TN_15
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               10564
5 	***                                 5642
10 	***                                 4327
15 	***                                 4161
20 	***                                 3884
25 	**                                  3545
30 	**                                  3392
35 	**                                  2923
40 	***                                 5110
50 	********                            15839
100 	******                              11239
250 	**                                  1372
500 	*                                   602

sample: TN_17
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               9658
5 	****                                6856
10 	***                                 5751
15 	***                                 5498
20 	***                                 5173
25 	***                                 5069
30 	***                                 4649
35 	***                                 4169
40 	****                                7253
50 	*******                             15346
100 	**                                  3687
250 	*                                   318
500 	*                                   392

sample: TN_18
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               8863
5 	***                                 5629
10 	***                                 4617
15 	***                                 4244
20 	***                                 4210
25 	***                                 4300
30 	***                                 4151
35 	***                                 4119
40 	****                                7318
50 	*********                           19717
100 	****                                6454
250 	*                                   487
500 	*                                   423

sample: TN_19
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            15340
5 	******                              11374
10 	*****                               8578
15 	****                                6455
20 	***                                 4907
25 	***                                 3860
30 	**                                  3058
35 	**                                  2335
40 	***                                 3427
50 	****                                5663
100 	**                                  1500
250 	*                                   226
500 	*                                   333

sample: TN_2
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            12102
5 	*****                               6466
10 	***                                 4486
15 	***                                 4062
20 	***                                 3614
25 	***                                 3253
30 	***                                 2796
35 	**                                  2320
40 	***                                 3470
50 	*****                               7562
100 	***                                 3054
250 	*                                   389
500 	*                                   357

sample: TN_21
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********                           15731
5 	*******                             11592
10 	*****                               8625
15 	****                                5754
20 	***                                 4077
25 	**                                  2790
30 	**                                  2124
35 	**                                  1562
40 	**                                  1939
50 	**                                  2826
100 	*                                   678
250 	*                                   152
500 	*                                   267

sample: TN_22
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            15524
5 	*****                               9068
10 	*****                               8005
15 	****                                6257
20 	***                                 4817
25 	***                                 3751
30 	**                                  3094
35 	**                                  2561
40 	***                                 3633
50 	****                                6785
100 	**                                  2000
250 	*                                   252
500 	*                                   354

sample: TN_23
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               10619
5 	****                                6737
10 	****                                6135
15 	***                                 5248
20 	***                                 4583
25 	***                                 4035
30 	**                                  3625
35 	**                                  3138
40 	***                                 5458
50 	*******                             14309
100 	****                                8035
250 	*                                   1076
500 	*                                   551

sample: TN_25
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****                                8894
5 	***                                 4544
10 	***                                 3908
15 	**                                  3441
20 	**                                  3239
25 	**                                  3239
30 	**                                  3158
35 	**                                  3104
40 	***                                 6056
50 	*********                           21230
100 	******                              13843
250 	**                                  1289
500 	*                                   596

sample: TN_27
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****                                8527
5 	***                                 4895
10 	***                                 4026
15 	**                                  3702
20 	**                                  3513
25 	**                                  3507
30 	**                                  3522
35 	**                                  3595
40 	****                                6771
50 	**********                          21889
100 	*****                               10200
250 	*                                   802
500 	*                                   523

sample: TN_3
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              12737
5 	*****                               9636
10 	****                                8097
15 	****                                7005
20 	****                                6288
25 	***                                 5252
30 	***                                 4306
35 	**                                  3568
40 	***                                 5389
50 	*****                               8941
100 	**                                  1877
250 	*                                   235
500 	*                                   318

sample: TN_5
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            16582
5 	*****                               8546
10 	****                                6929
15 	***                                 5930
20 	***                                 5172
25 	***                                 4461
30 	***                                 3680
35 	**                                  2997
40 	***                                 4878
50 	*****                               9925
100 	**                                  2851
250 	*                                   142
500 	*                                   145

sample: TN_6
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               8699
5 	***                                 4728
10 	***                                 3732
15 	**                                  3387
20 	**                                  3374
25 	**                                  3291
30 	**                                  3243
35 	**                                  3173
40 	****                                6185
50 	*********                           19376
100 	*****                               10624
250 	*                                   850
500 	*                                   237

sample: TN_7
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               9024
5 	***                                 5646
10 	***                                 4554
15 	***                                 4209
20 	***                                 4243
25 	***                                 4239
30 	***                                 4231
35 	***                                 3978
40 	****                                7262
50 	*********                           19876
100 	****                                6841
250 	*                                   491
500 	*                                   449

sample: TN_9
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               11953
5 	***                                 6448
10 	***                                 4848
15 	**                                  3747
20 	**                                  2964
25 	**                                  2918
30 	**                                  3032
35 	**                                  3051
40 	***                                 5915
50 	*********                           23088
100 	******                              14607
250 	*                                   1314
500 	*                                   621

sample: WD_1
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	************                        15256
5 	*******                             7659
10 	*****                               5258
15 	****                                3662
20 	***                                 2348
25 	**                                  1485
30 	**                                  1062
35 	**                                  769
40 	**                                  986
50 	**                                  1575
100 	*                                   533
250 	*                                   162
500 	*                                   285

sample: WD_10
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            15206
5 	******                              9793
10 	*****                               7754
15 	****                                5603
20 	***                                 4306
25 	***                                 3450
30 	**                                  2695
35 	**                                  2260
40 	***                                 3442
50 	****                                7197
100 	**                                  2452
250 	*                                   260
500 	*                                   352

sample: WD_11
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            16476
5 	*****                               9236
10 	****                                7292
15 	***                                 5930
20 	***                                 4907
25 	***                                 3952
30 	**                                  3342
35 	**                                  2876
40 	***                                 4513
50 	*****                               10815
100 	***                                 5424
250 	*                                   707
500 	*                                   497

sample: WD_12
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            21863
5 	****                                10357
10 	****                                7870
15 	***                                 6154
20 	***                                 5016
25 	**                                  4267
30 	**                                  3666
35 	**                                  3230
40 	***                                 5558
50 	******                              14473
100 	****                                9405
250 	*                                   1537
500 	*                                   747

sample: WD_13
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            19883
5 	*****                               10989
10 	****                                8202
15 	***                                 6107
20 	***                                 4858
25 	**                                  4018
30 	**                                  3454
35 	**                                  2916
40 	***                                 4546
50 	*****                               10972
100 	***                                 5000
250 	*                                   628
500 	*                                   394

sample: WD_14
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             17734
5 	****                                7858
10 	***                                 6180
15 	***                                 5153
20 	***                                 4434
25 	**                                  3962
30 	**                                  3556
35 	**                                  3103
40 	***                                 5480
50 	******                              15351
100 	****                                9705
250 	*                                   1299
500 	*                                   537

sample: WD_15
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            18601
5 	*****                               9458
10 	****                                7458
15 	***                                 5746
20 	***                                 4688
25 	***                                 3912
30 	**                                  3289
35 	**                                  2844
40 	***                                 4482
50 	*****                               10690
100 	***                                 5189
250 	*                                   606
500 	*                                   447

sample: WD_16
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********                          19707
5 	*******                             12157
10 	*****                               7705
15 	***                                 5323
20 	***                                 3722
25 	**                                  2938
30 	**                                  2192
35 	**                                  1819
40 	**                                  2592
50 	***                                 4693
100 	**                                  1248
250 	*                                   175
500 	*                                   271

sample: WD_17
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********                         18416
5 	*******                             11647
10 	*****                               7155
15 	***                                 4741
20 	***                                 3281
25 	**                                  2456
30 	**                                  1905
35 	**                                  1484
40 	**                                  1963
50 	***                                 3091
100 	*                                   704
250 	*                                   143
500 	*                                   240

sample: WD_18
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             16270
5 	****                                8354
10 	***                                 6574
15 	***                                 5609
20 	***                                 4567
25 	***                                 4106
30 	**                                  3684
35 	**                                  3223
40 	***                                 5513
50 	******                              14884
100 	****                                7660
250 	*                                   771
500 	*                                   493

sample: WD_19
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             17379
5 	****                                8070
10 	***                                 6553
15 	***                                 5445
20 	***                                 4579
25 	**                                  4102
30 	**                                  3597
35 	**                                  3193
40 	***                                 5504
50 	*******                             15669
100 	****                                9544
250 	*                                   1178
500 	*                                   550

sample: WD_2
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	************                        13605
5 	*******                             6735
10 	*****                               4755
15 	****                                3366
20 	***                                 2130
25 	**                                  1430
30 	**                                  975
35 	**                                  684
40 	**                                  911
50 	**                                  1297
100 	*                                   413
250 	*                                   133
500 	*                                   249

sample: WD_20
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              12107
5 	****                                7558
10 	***                                 6163
15 	***                                 5877
20 	***                                 5752
25 	***                                 5371
30 	***                                 5019
35 	***                                 4548
40 	****                                7142
50 	******                              13545
100 	**                                  2665
250 	*                                   207
500 	*                                   334

sample: WD_3
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********                         17145
5 	*******                             9561
10 	*****                               6803
15 	****                                4628
20 	***                                 3010
25 	**                                  2111
30 	**                                  1525
35 	**                                  1142
40 	**                                  1580
50 	***                                 2676
100 	*                                   733
250 	*                                   150
500 	*                                   298

sample: WD_4
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********                           18606
5 	*****                               10183
10 	****                                7749
15 	****                                6067
20 	***                                 4468
25 	***                                 3559
30 	**                                  2790
35 	**                                  2266
40 	**                                  3291
50 	****                                6632
100 	**                                  2189
250 	*                                   310
500 	*                                   365

sample: WD_5
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********                          18362
5 	******                              10113
10 	*****                               7419
15 	****                                5607
20 	***                                 4153
25 	**                                  3135
30 	**                                  2349
35 	**                                  1890
40 	**                                  2821
50 	***                                 5111
100 	**                                  1674
250 	*                                   257
500 	*                                   359

sample: WD_6
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********                         19497
5 	*******                             12843
10 	*****                               8200
15 	****                                5526
20 	***                                 3874
25 	**                                  2663
30 	**                                  1918
35 	**                                  1446
40 	**                                  1830
50 	**                                  2629
100 	*                                   602
250 	*                                   116
500 	*                                   240

sample: WD_7
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********                          18653
5 	******                              11210
10 	****                                7107
15 	***                                 4841
20 	***                                 3639
25 	**                                  2976
30 	**                                  2188
35 	**                                  1829
40 	**                                  2715
50 	***                                 5010
100 	**                                  1777
250 	*                                   182
500 	*                                   203

sample: WD_8
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********                          16027
5 	******                              8883
10 	*****                               6551
15 	****                                4845
20 	***                                 3510
25 	**                                  2568
30 	**                                  1971
35 	**                                  1542
40 	**                                  2152
50 	***                                 4235
100 	**                                  1363
250 	*                                   183
500 	*                                   292

sample: WD_9
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********                         16478
5 	******                              8228
10 	****                                5516
15 	***                                 3855
20 	***                                 2609
25 	**                                  1900
30 	**                                  1521
35 	**                                  1215
40 	**                                  1875
50 	****                                4408
100 	**                                  2076
250 	*                                   265
500 	*                                   320

sample: WN_1
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             14824
5 	****                                8168
10 	****                                6582
15 	***                                 5657
20 	***                                 4695
25 	***                                 3942
30 	**                                  3703
35 	**                                  3129
40 	***                                 5212
50 	******                              13235
100 	****                                6645
250 	*                                   784
500 	*                                   481

sample: WN_10
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             14256
5 	*****                               10196
10 	****                                8200
15 	****                                6563
20 	***                                 5596
25 	***                                 4537
30 	***                                 3751
35 	**                                  3100
40 	***                                 4502
50 	****                                8034
100 	**                                  1956
250 	*                                   191
500 	*                                   309

sample: WN_11
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              12414
5 	***                                 5689
10 	***                                 4589
15 	***                                 4164
20 	**                                  3767
25 	**                                  3566
30 	**                                  3438
35 	**                                  3333
40 	***                                 6282
50 	********                            20303
100 	******                              12357
250 	*                                   1158
500 	*                                   574

sample: WN_12
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              13984
5 	***                                 6160
10 	***                                 4882
15 	**                                  4079
20 	**                                  4033
25 	**                                  3971
30 	**                                  3796
35 	**                                  3714
40 	****                                6945
50 	*********                           21212
100 	****                                9458
250 	*                                   616
500 	*                                   482

sample: WN_13
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              12193
5 	***                                 5853
10 	***                                 4673
15 	***                                 4257
20 	***                                 4167
25 	***                                 4232
30 	***                                 4044
35 	**                                  3875
40 	****                                7319
50 	*********                           19989
100 	****                                7494
250 	*                                   529
500 	*                                   445

sample: WN_14
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              14435
5 	***                                 5662
10 	***                                 4266
15 	**                                  3839
20 	**                                  3638
25 	**                                  3642
30 	**                                  3613
35 	**                                  3403
40 	***                                 6673
50 	*********                           21815
100 	*****                               10733
250 	*                                   800
500 	*                                   513

sample: WN_15
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            18144
5 	*****                               9760
10 	****                                7575
15 	***                                 5980
20 	***                                 4789
25 	***                                 3970
30 	**                                  3201
35 	**                                  2728
40 	***                                 4216
50 	*****                               9114
100 	**                                  3604
250 	*                                   423
500 	*                                   369

sample: WN_16
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********                           18372
5 	*******                             12575
10 	*****                               8594
15 	****                                6087
20 	***                                 4514
25 	***                                 3367
30 	**                                  2380
35 	**                                  1867
40 	**                                  2561
50 	***                                 3811
100 	*                                   897
250 	*                                   141
500 	*                                   250

sample: WN_17
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            20761
5 	*****                               10451
10 	****                                7646
15 	***                                 6353
20 	***                                 5982
25 	***                                 5286
30 	***                                 4505
35 	**                                  3836
40 	***                                 5947
50 	*****                               12561
100 	**                                  3979
250 	*                                   370
500 	*                                   427

sample: WN_18
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              13300
5 	***                                 6143
10 	***                                 4877
15 	***                                 4507
20 	***                                 4201
25 	**                                  3978
30 	**                                  3645
35 	**                                  3467
40 	***                                 6267
50 	********                            19022
100 	*****                               9498
250 	*                                   751
500 	*                                   497

sample: WN_19
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****                               11004
5 	****                                7076
10 	***                                 5952
15 	***                                 5626
20 	***                                 5570
25 	***                                 5424
30 	***                                 5162
35 	***                                 4729
40 	****                                7449
50 	*******                             13729
100 	**                                  2456
250 	*                                   231
500 	*                                   334

sample: WN_2
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            17304
5 	******                              10678
10 	****                                8187
15 	****                                6254
20 	***                                 4607
25 	***                                 3824
30 	**                                  3051
35 	**                                  2460
40 	***                                 3558
50 	****                                7182
100 	**                                  2404
250 	*                                   325
500 	*                                   383

sample: WN_20
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              12720
5 	****                                6971
10 	***                                 5165
15 	***                                 4840
20 	***                                 4985
25 	***                                 4919
30 	***                                 4975
35 	***                                 4545
40 	****                                7942
50 	********                            17099
100 	**                                  3707
250 	*                                   310
500 	*                                   361

sample: WN_3
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            16462
5 	*****                               10296
10 	****                                8331
15 	****                                6682
20 	***                                 5150
25 	***                                 4352
30 	**                                  3585
35 	**                                  2874
40 	***                                 4329
50 	****                                8280
100 	**                                  2390
250 	*                                   265
500 	*                                   387

sample: WN_4
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            19752
5 	****                                9597
10 	****                                7488
15 	***                                 6214
20 	***                                 5135
25 	***                                 4456
30 	**                                  3662
35 	**                                  3263
40 	***                                 5368
50 	******                              13151
100 	***                                 6645
250 	*                                   757
500 	*                                   495

sample: WN_5
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              14290
5 	***                                 6264
10 	***                                 4825
15 	***                                 4347
20 	***                                 4223
25 	**                                  4114
30 	**                                  4061
35 	**                                  3795
40 	***                                 6690
50 	********                            20243
100 	****                                8461
250 	*                                   592
500 	*                                   452

sample: WN_6
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******                              13531
5 	****                                7769
10 	****                                6760
15 	****                                6665
20 	***                                 6305
25 	***                                 5650
30 	***                                 4999
35 	***                                 4217
40 	****                                6500
50 	*****                               11136
100 	**                                  2338
250 	*                                   236
500 	*                                   310

sample: WN_7
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******                             15930
5 	****                                6977
10 	***                                 5105
15 	***                                 5308
20 	***                                 5357
25 	***                                 5446
30 	***                                 5061
35 	***                                 4565
40 	****                                7660
50 	*******                             16134
100 	***                                 4126
250 	*                                   312
500 	*                                   391

sample: WN_8
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********                           17871
5 	*****                               10248
10 	****                                7797
15 	****                                6113
20 	***                                 4633
25 	***                                 3696
30 	**                                  2883
35 	**                                  2457
40 	***                                 3720
50 	****                                7335
100 	**                                  2578
250 	*                                   337
500 	*                                   354

sample: WN_9
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********                            14847
5 	******                              10127
10 	*****                               8349
15 	****                                6255
20 	***                                 4923
25 	***                                 3881
30 	**                                  3006
35 	**                                  2366
40 	**                                  3175
50 	***                                 5043
100 	**                                  1134
250 	*                                   197
500 	*                                   276

